Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BSCRO595-24_r_1.3_s_50_BSCRO595-24,BSCRO595-24,8596467,5931,63,1536,0.0,727.0,538.888671875,540.0
BSCRO583-24_r_1.5_s_50_BSCRO583-24,BSCRO583-24,7425753,63,12,1536,0.0,18.0,3.251953125,2.0
BSCRO627-24_r_1.5_s_100_BSCRO627-24,BSCRO627-24,5780221,168,47,1533,0.0,33.0,13.966731898238747,12.0
BSCRO592-24_r_1_s_50_BSCRO592-24,BSCRO592-24,8364023,515,1278,1551,0.0,63.0,33.191489361702125,34.0
BSCRO573-24_r_1.5_s_50_BSCRO573-24,BSCRO573-24,6518165,115,2336,1533,0.0,19.0,6.74559686888454,5.0
BSCRO607-24_r_1.3_s_50_BSCRO607-24,BSCRO607-24,10084091,1139,279,1533,0.0,137.0,105.9628180039139,107.0
BSCRO576-24_r_1.3_s_50_BSCRO576-24,BSCRO576-24,8502158,312,523,1533,0.0,51.0,23.974559686888455,23.0
BSCRO636-24_r_1.5_s_50_BSCRO636-24,BSCRO636-24,1231137,23431,169,1536,1.0,4025.0,1404.392578125,1173.5
BSCRO576-24_r_1.5_s_50_BSCRO576-24,BSCRO576-24,8502158,256,523,1533,0.0,49.0,21.256360078277886,19.0
BSCRO580-24_r_1_s_100_BSCRO580-24,BSCRO580-24,2691792,444,646,1533,0.0,117.0,51.459882583170256,50.0
BSCRO631-24_r_1.5_s_100_BSCRO631-24,BSCRO631-24,6671802,455,76,1536,0.0,73.0,43.142578125,42.0
BSCRO601-24_r_1.3_s_50_BSCRO601-24,BSCRO601-24,7164128,1333,83,1536,1.0,178.0,114.6484375,117.0
BSCRO596-24_r_1.3_s_50_BSCRO596-24,BSCRO596-24,9709643,316,756,1536,0.0,47.0,22.150390625,21.0
BSCRO651-24_r_1_s_50_BSCRO651-24,BSCRO651-24,8452001,770,462,1536,13.0,192.0,39.982421875,34.0
BSCRO612-24_r_1.3_s_50_BSCRO612-24,BSCRO612-24,9399394,224,1306,1551,0.0,58.0,9.984526112185687,7.0
BSCRO657-24_r_1.3_s_100_BSCRO657-24,BSCRO657-24,6774760,691,241,1530,0.0,92.0,56.884313725490195,60.0
BSCRO610-24_r_1.5_s_100_BSCRO610-24,BSCRO610-24,6461489,104798,21683,1536,6.0,13645.0,8498.88671875,8483.5
BSCRO639-24_r_1.5_s_50_BSCRO639-24,BSCRO639-24,903107,4220,251,1530,0.0,663.0,348.04901960784315,340.0
BSCRO595-24_r_1.5_s_100_BSCRO595-24,BSCRO595-24,8596467,5071,63,1536,0.0,711.0,484.015625,517.0
BSCRO661-24_r_1_s_50_BSCRO661-24,BSCRO661-24,2144660,1244,836,1530,0.0,198.0,87.93529411764706,85.0
BSCRO611-24_r_1.3_s_50_BSCRO611-24,BSCRO611-24,6911640,1278,197,1533,0.0,162.0,87.17612524461839,84.0
BSCRO579-24_r_1.5_s_50_BSCRO579-24,BSCRO579-24,7140546,346,1776,1533,0.0,117.0,24.52054794520548,17.0
BSCRO581-24_r_1.5_s_100_BSCRO581-24,BSCRO581-24,150,0,0,1533,0,0,0,0
BSCRO639-24_r_1.5_s_100_BSCRO639-24,BSCRO639-24,903107,3831,251,1530,0.0,638.0,335.8313725490196,330.0
BSCRO603-24_r_1_s_50_BSCRO603-24,BSCRO603-24,11051690,6880,2081,1536,0.0,853.0,614.234375,604.0
BSCRO593-24_r_1.5_s_100_BSCRO593-24,BSCRO593-24,9779416,12865,1402,1536,0.0,2126.0,1268.474609375,1274.0
BSCRO579-24_r_1_s_50_BSCRO579-24,BSCRO579-24,7140546,1549,1776,1533,0.0,336.0,135.54598825831704,133.0
BSCRO585-24_r_1.5_s_100_BSCRO585-24,BSCRO585-24,8059080,135,33,1536,0.0,26.0,10.564453125,11.0
BSCRO600-24_r_1.3_s_50_BSCRO600-24,BSCRO600-24,6771994,9213,326,1536,1.0,1373.0,798.87890625,799.0
BSCRO587-24_r_1.5_s_100_BSCRO587-24,BSCRO587-24,6487099,158,3672,1533,0.0,36.0,14.542074363992173,13.0
BSCRO605-24_r_1.5_s_50_BSCRO605-24,BSCRO605-24,7856186,9612,2242,1536,0.0,1165.0,893.31640625,942.5
BSCRO621-24_r_1.3_s_100_BSCRO621-24,BSCRO621-24,3654238,11102,973,1536,0.0,1539.0,803.71484375,757.0
BSCRO611-24_r_1.5_s_100_BSCRO611-24,BSCRO611-24,6911640,916,197,1533,0.0,119.0,67.9921722113503,72.0
BSCRO592-24_r_1.5_s_50_BSCRO592-24,BSCRO592-24,8364023,128,1278,1551,0.0,31.0,10.940038684719536,10.0
BSCRO625-24_r_1_s_100_BSCRO625-24,BSCRO625-24,4837921,345,150,1533,0.0,46.0,23.35812133072407,23.0
BSCRO662-24_r_1.3_s_100_BSCRO662-24,BSCRO662-24,6963852,445,409,1551,0.0,66.0,32.58027079303675,31.0
BSCRO637-24_r_1_s_50_BSCRO637-24,BSCRO637-24,5785048,380,26,1533,0.0,100.0,18.307240704500977,14.0
BSCRO621-24_r_1.5_s_100_BSCRO621-24,BSCRO621-24,3654238,8972,973,1536,0.0,1223.0,644.900390625,640.0
BSCRO649-24_r_1.3_s_100_BSCRO649-24,BSCRO649-24,5351486,22,15,1530,0.0,7.0,1.3490196078431373,1.0
BSCRO590-24_r_1.3_s_100_BSCRO590-24,BSCRO590-24,10693226,624,1161,1533,0.0,91.0,62.365949119373774,64.0
BSCRO629-24_r_1.3_s_100_BSCRO629-24,BSCRO629-24,8447574,194,1900,1530,0.0,64.0,18.98235294117647,13.0
BSCRO574-24_r_1_s_100_BSCRO574-24,BSCRO574-24,5234038,1684,1949,1533,0.0,290.0,165.9549902152642,184.0
BSCRO602-24_r_1_s_50_BSCRO602-24,BSCRO602-24,11350044,1326,1185,1551,2.0,160.0,104.77176015473887,114.0
BSCRO623-24_r_1.3_s_100_BSCRO623-24,BSCRO623-24,2687018,15582,214,1536,0.0,2208.0,1198.65234375,1152.0
BSCRO584-24_r_1_s_100_BSCRO584-24,BSCRO584-24,3343924,753,1335,1536,0.0,178.0,66.107421875,55.0
BSCRO650-24_r_1.3_s_50_BSCRO650-24,BSCRO650-24,5207652,464,0,1533,1.0,64.0,23.136986301369863,20.0
BSCRO636-24_r_1.5_s_100_BSCRO636-24,BSCRO636-24,1231137,19053,169,1536,1.0,3835.0,1261.943359375,1022.0
BSCRO589-24_r_1.5_s_100_BSCRO589-24,BSCRO589-24,6414253,267,715,1533,0.0,59.0,27.0293542074364,25.0
BSCRO613-24_r_1.3_s_50_BSCRO613-24,BSCRO613-24,10360358,795,19,1533,30.0,110.0,60.97260273972603,62.0
BGE00513-NC_r_1.3_s_100_BGE00513-NC,BGE00513-NC,6349877,472,1186,1539,0.0,208.0,43.28654970760234,24.0
BSCRO609-24_r_1_s_100_BSCRO609-24,BSCRO609-24,3245783,39009,703,1536,1.0,5335.0,3389.462890625,3249.0
BSCRO633-24_r_1.5_s_100_BSCRO633-24,BSCRO633-24,8604949,198,0,1536,0.0,22.0,12.89453125,14.0
BSCRO641-24_r_1.3_s_50_BSCRO641-24,BSCRO641-24,7382056,552,3,1521,0.0,65.0,44.33136094674556,44.0
BSCRO612-24_r_1.3_s_100_BSCRO612-24,BSCRO612-24,9399394,108,1306,1551,0.0,27.0,6.909090909090909,5.0
BSCRO623-24_r_1.5_s_50_BSCRO623-24,BSCRO623-24,2687018,14980,214,1536,0.0,2064.0,1067.111328125,1119.0
BSCRO599-24_r_1.3_s_100_BSCRO599-24,BSCRO599-24,231,0,0,1533,0,0,0,0
BSCRO656-24_r_1.3_s_100_BSCRO656-24,BSCRO656-24,10018978,289,59,1536,0.0,45.0,24.396484375,27.0
BSCRO589-24_r_1_s_50_BSCRO589-24,BSCRO589-24,6414253,668,715,1533,0.0,128.0,58.61643835616438,56.0
BSCRO590-24_r_1_s_100_BSCRO590-24,BSCRO590-24,10693226,625,1161,1533,0.0,91.0,62.44227005870842,64.0
BSCRO645-24_r_1.5_s_100_BSCRO645-24,BSCRO645-24,8548831,387,60,1536,0.0,53.0,25.607421875,23.0
BSCRO581-24_r_1_s_100_BSCRO581-24,BSCRO581-24,150,0,0,1533,0,0,0,0
BSCRO651-24_r_1_s_100_BSCRO651-24,BSCRO651-24,8452001,393,462,1536,8.0,56.0,29.251953125,28.5
BSCRO582-24_r_1.5_s_100_BSCRO582-24,BSCRO582-24,10247935,124771,2105,1536,1.0,20608.0,10917.296875,10501.0
BSCRO588-24_r_1.5_s_50_BSCRO588-24,BSCRO588-24,5030327,492,1511,1533,0.0,100.0,35.47553816046967,31.0
BSCRO585-24_r_1_s_100_BSCRO585-24,BSCRO585-24,8059080,160,33,1536,0.0,28.0,12.623046875,12.0
BSCRO612-24_r_1_s_50_BSCRO612-24,BSCRO612-24,9399394,491,1306,1551,0.0,102.0,20.705996131528046,17.0
BSCRO588-24_r_1.3_s_50_BSCRO588-24,BSCRO588-24,5030327,734,1511,1533,0.0,164.0,60.821917808219176,51.0
BSCRO578-24_r_1.5_s_100_BSCRO578-24,BSCRO578-24,10690851,1681,120,1533,0.0,249.0,166.9041095890411,162.0
BGE00513-NC_r_1_s_100_BGE00513-NC,BGE00513-NC,6349877,1334,1186,1539,0.0,317.0,131.59649122807016,112.0
BSCRO612-24_r_1_s_100_BSCRO612-24,BSCRO612-24,9399394,154,1306,1551,0.0,32.0,10.574468085106384,10.0
BSCRO608-24_r_1.3_s_50_BSCRO608-24,BSCRO608-24,11095168,390,29,1533,5.0,58.0,29.148727984344422,28.0
BSCRO646-24_r_1.3_s_100_BSCRO646-24,BSCRO646-24,7867038,1128,91,1551,0.0,187.0,124.26499032882012,141.0
BSCRO582-24_r_1.5_s_50_BSCRO582-24,BSCRO582-24,10247935,134572,2105,1536,1.0,20733.0,11205.361328125,10910.0
BSCRO604-24_r_1_s_50_BSCRO604-24,BSCRO604-24,8697243,477,44,1551,0.0,60.0,28.90715667311412,29.0
BSCRO618-24_r_1.3_s_50_BSCRO618-24,BSCRO618-24,9459750,1416,1131,1533,0.0,253.0,129.3600782778865,129.0
BSCRO635-24_r_1.3_s_50_BSCRO635-24,BSCRO635-24,5512174,16811,1305,1536,1.0,2300.0,1068.853515625,990.0
BSCRO618-24_r_1_s_50_BSCRO618-24,BSCRO618-24,9459750,1711,1131,1533,0.0,277.0,145.9119373776908,143.0
BSCRO658-24_r_1.5_s_100_BSCRO658-24,BSCRO658-24,437908,14,172,1530,0.0,5.0,1.1627450980392158,0.0
BSCRO613-24_r_1.5_s_100_BSCRO613-24,BSCRO613-24,10360358,608,19,1533,7.0,83.0,52.70450097847358,58.0
BSCRO573-24_r_1.3_s_100_BSCRO573-24,BSCRO573-24,6518165,117,2336,1533,0.0,24.0,8.849315068493151,7.0
BSCRO602-24_r_1.3_s_50_BSCRO602-24,BSCRO602-24,11350044,969,1185,1551,0.0,145.0,87.54738878143134,101.0
BSCRO659-24_r_1_s_100_BSCRO659-24,BSCRO659-24,5044683,628,728,1530,9.0,112.0,50.71176470588235,49.0
BSCRO641-24_r_1_s_100_BSCRO641-24,BSCRO641-24,7382056,504,3,1521,0.0,64.0,43.248520710059175,43.0
BSCRO658-24_r_1_s_100_BSCRO658-24,BSCRO658-24,437908,44,172,1530,0.0,15.0,4.633333333333334,3.0
BSCRO609-24_r_1.3_s_50_BSCRO609-24,BSCRO609-24,3245783,41099,703,1536,3.0,5278.0,3416.87890625,3285.0
BSCRO585-24_r_1_s_50_BSCRO585-24,BSCRO585-24,8059080,322,33,1536,1.0,44.0,17.216796875,16.0
BSCRO578-24_r_1.3_s_100_BSCRO578-24,BSCRO578-24,10690851,1792,120,1533,0.0,249.0,176.26418786692759,177.0
BSCRO621-24_r_1_s_50_BSCRO621-24,BSCRO621-24,3654238,13544,973,1536,0.0,1729.0,925.275390625,855.5
BSCRO621-24_r_1.3_s_50_BSCRO621-24,BSCRO621-24,3654238,12650,973,1536,0.0,1620.0,854.33984375,805.0
BSCRO643-24_r_1_s_100_BSCRO643-24,BSCRO643-24,8804757,148,12,1536,1.0,20.0,10.919921875,11.0
BSCRO615-24_r_1.3_s_50_BSCRO615-24,BSCRO615-24,8992549,3834,2821,1551,0.0,665.0,400.1392649903288,440.0
BSCRO636-24_r_1_s_50_BSCRO636-24,BSCRO636-24,1231137,30249,169,1536,1.0,5903.0,1806.76953125,1393.5
BSCRO638-24_r_1.5_s_50_BSCRO638-24,BSCRO638-24,4425098,524,556,1530,0.0,95.0,35.73529411764706,34.0
BSCRO646-24_r_1.3_s_50_BSCRO646-24,BSCRO646-24,7867038,1289,91,1551,0.0,190.0,129.05802707930368,144.0
BSCRO660-24_r_1.3_s_100_BSCRO660-24,BSCRO660-24,2083285,193,466,1533,0.0,97.0,15.606653620352251,5.0
BSCRO652-24_r_1_s_50_BSCRO652-24,BSCRO652-24,7474000,981,57,1530,19.0,198.0,57.23137254901961,55.0
BSCRO626-24_r_1.5_s_100_BSCRO626-24,BSCRO626-24,8000350,969,11,1533,0.0,124.0,77.71428571428571,80.0
BSCRO637-24_r_1.3_s_100_BSCRO637-24,BSCRO637-24,5785048,170,26,1533,0.0,37.0,10.767123287671232,9.0
BSCRO604-24_r_1_s_100_BSCRO604-24,BSCRO604-24,8697243,231,44,1551,0.0,45.0,21.812379110251452,21.0
BSCRO602-24_r_1_s_100_BSCRO602-24,BSCRO602-24,11350044,929,1185,1551,0.0,139.0,92.34042553191489,104.0
BSCRO615-24_r_1_s_50_BSCRO615-24,BSCRO615-24,8992549,4984,2821,1551,0.0,708.0,488.5009671179884,515.0
BSCRO657-24_r_1_s_100_BSCRO657-24,BSCRO657-24,6774760,771,241,1530,34.0,99.0,63.449019607843134,62.0
BSCRO594-24_r_1.5_s_100_BSCRO594-24,BSCRO594-24,8772770,530,182,1551,0.0,132.0,47.99806576402321,43.0
BSCRO651-24_r_1.3_s_100_BSCRO651-24,BSCRO651-24,8452001,381,462,1536,8.0,53.0,28.31640625,28.0
BSCRO586-24_r_1.3_s_50_BSCRO586-24,BSCRO586-24,7377468,10392,5175,1536,0.0,1330.0,895.810546875,885.5
BSCRO585-24_r_1.3_s_50_BSCRO585-24,BSCRO585-24,8059080,217,33,1536,0.0,40.0,13.681640625,14.0
BSCRO633-24_r_1.3_s_100_BSCRO633-24,BSCRO633-24,8604949,234,0,1536,0.0,24.0,15.23828125,16.0
BSCRO583-24_r_1.5_s_100_BSCRO583-24,BSCRO583-24,7425753,28,12,1536,0.0,12.0,2.474609375,1.0
BSCRO576-24_r_1_s_50_BSCRO576-24,BSCRO576-24,8502158,411,523,1533,0.0,53.0,27.50880626223092,27.0
BSCRO600-24_r_1_s_50_BSCRO600-24,BSCRO600-24,6771994,9616,326,1536,1.0,1532.0,831.908203125,816.0
BGE00513-NC_r_1.3_s_50_BGE00513-NC,BGE00513-NC,6349877,649,1186,1539,0.0,212.0,48.38986354775828,32.0
BSCRO581-24_r_1.3_s_50_BSCRO581-24,BSCRO581-24,150,0,0,1533,0,0,0,0
BSCRO644-24_r_1.5_s_100_BSCRO644-24,BSCRO644-24,5551760,2003,112,1551,0.0,471.0,193.28239845261123,197.0
BSCRO635-24_r_1_s_100_BSCRO635-24,BSCRO635-24,5512174,14409,1305,1536,1.0,2374.0,1005.875,894.5
BSCRO612-24_r_1.5_s_100_BSCRO612-24,BSCRO612-24,9399394,71,1306,1551,0.0,27.0,4.371373307543521,3.0
BSCRO593-24_r_1.3_s_100_BSCRO593-24,BSCRO593-24,9779416,15130,1402,1536,1.0,2266.0,1477.1640625,1441.0
BGE00513-NC_r_1.5_s_50_BGE00513-NC,BGE00513-NC,6349877,359,1186,1539,0.0,149.0,25.978557504873294,9.0
BSCRO633-24_r_1.3_s_50_BSCRO633-24,BSCRO633-24,8604949,335,0,1536,0.0,31.0,18.326171875,19.0
BSCRO618-24_r_1.3_s_100_BSCRO618-24,BSCRO618-24,9459750,1210,1131,1533,0.0,167.0,123.68688845401174,127.0
BSCRO636-24_r_1.3_s_100_BSCRO636-24,BSCRO636-24,1231137,22602,169,1536,1.0,3836.0,1502.46875,1246.0
BSCRO601-24_r_1.5_s_100_BSCRO601-24,BSCRO601-24,7164128,1110,83,1536,0.0,174.0,102.396484375,111.0
BSCRO638-24_r_1.5_s_100_BSCRO638-24,BSCRO638-24,4425098,458,556,1530,0.0,91.0,33.713725490196076,32.0
BSCRO624-24_r_1.3_s_100_BSCRO624-24,BSCRO624-24,7984916,885,372,1533,0.0,111.0,64.30919765166341,62.0
BSCRO665-24_r_1.3_s_100_BSCRO665-24,BSCRO665-24,7456382,1334,22,1533,0.0,170.0,115.97260273972603,117.0
BSCRO656-24_r_1.5_s_100_BSCRO656-24,BSCRO656-24,10018978,213,59,1536,0.0,42.0,17.857421875,17.0
BSCRO614-24_r_1.5_s_100_BSCRO614-24,BSCRO614-24,12316191,651,105,1551,0.0,173.0,62.28239845261122,50.0
BSCRO580-24_r_1.5_s_50_BSCRO580-24,BSCRO580-24,2691792,115,646,1533,0.0,34.0,8.00587084148728,8.0
BSCRO623-24_r_1.5_s_100_BSCRO623-24,BSCRO623-24,2687018,13209,214,1536,0.0,2037.0,1013.599609375,1058.0
BSCRO597-24_r_1.5_s_100_BSCRO597-24,BSCRO597-24,9617720,299,15,1551,0.0,101.0,29.97098646034816,22.0
BSCRO574-24_r_1.3_s_100_BSCRO574-24,BSCRO574-24,5234038,1152,1949,1533,0.0,190.0,106.21722113502935,112.0
BSCRO640-24_r_1.3_s_50_BSCRO640-24,BSCRO640-24,2235396,8791,278,1536,0.0,1044.0,641.9140625,610.5
BSCRO583-24_r_1.3_s_50_BSCRO583-24,BSCRO583-24,7425753,111,12,1536,0.0,25.0,5.578125,5.0
BSCRO655-24_r_1.5_s_100_BSCRO655-24,BSCRO655-24,6975097,1180,1955,1530,0.0,224.0,94.25490196078431,106.0
BSCRO605-24_r_1.3_s_50_BSCRO605-24,BSCRO605-24,7856186,10764,2242,1536,0.0,1188.0,992.509765625,1008.5
BSCRO628-24_r_1.3_s_50_BSCRO628-24,BSCRO628-24,6102010,49123,1025,1536,0.0,7055.0,3482.185546875,3082.0
BSCRO575-24_r_1_s_50_BSCRO575-24,BSCRO575-24,8762751,1000,776,1533,1.0,122.0,82.97260273972603,85.0
BSCRO649-24_r_1.5_s_100_BSCRO649-24,BSCRO649-24,5351486,14,15,1530,0.0,5.0,0.8901960784313725,0.0
BSCRO588-24_r_1.3_s_100_BSCRO588-24,BSCRO588-24,5030327,621,1511,1533,0.0,164.0,57.522504892367905,49.0
BSCRO575-24_r_1_s_100_BSCRO575-24,BSCRO575-24,8762751,739,776,1533,0.0,105.0,75.61448140900195,78.0
BSCRO655-24_r_1_s_50_BSCRO655-24,BSCRO655-24,6975097,2980,1955,1530,0.0,850.0,178.80588235294118,163.0
BSCRO575-24_r_1.3_s_100_BSCRO575-24,BSCRO575-24,8762751,719,776,1533,0.0,105.0,73.70841487279843,77.0
BSCRO585-24_r_1.3_s_100_BSCRO585-24,BSCRO585-24,8059080,155,33,1536,0.0,28.0,12.1640625,12.0
BSCRO651-24_r_1.3_s_50_BSCRO651-24,BSCRO651-24,8452001,554,462,1536,12.0,66.0,33.13671875,31.0
BSCRO659-24_r_1_s_50_BSCRO659-24,BSCRO659-24,5044683,992,728,1530,28.0,176.0,61.9156862745098,54.0
BSCRO624-24_r_1.5_s_100_BSCRO624-24,BSCRO624-24,7984916,775,372,1533,0.0,111.0,57.11545988258317,58.0
BSCRO609-24_r_1.3_s_100_BSCRO609-24,BSCRO609-24,3245783,38323,703,1536,1.0,5178.0,3328.6796875,3206.0
BSCRO583-24_r_1_s_50_BSCRO583-24,BSCRO583-24,7425753,235,12,1536,0.0,46.0,11.150390625,9.0
BSCRO622-24_r_1_s_100_BSCRO622-24,BSCRO622-24,7063246,468,380,1536,0.0,64.0,34.380859375,34.0
BSCRO664-24_r_1.3_s_50_BSCRO664-24,BSCRO664-24,7077985,939,2,1533,3.0,100.0,63.31702544031311,64.0
BSCRO584-24_r_1.5_s_100_BSCRO584-24,BSCRO584-24,3343924,292,1335,1536,0.0,84.0,18.90234375,16.0
BSCRO660-24_r_1.5_s_100_BSCRO660-24,BSCRO660-24,2083285,115,466,1533,0.0,70.0,9.299412915851272,0.0
BSCRO624-24_r_1_s_100_BSCRO624-24,BSCRO624-24,7984916,899,372,1533,0.0,111.0,65.78082191780823,66.0
BSCRO599-24_r_1_s_100_BSCRO599-24,BSCRO599-24,231,0,0,1533,0,0,0,0
BSCRO661-24_r_1.5_s_50_BSCRO661-24,BSCRO661-24,2144660,570,836,1530,0.0,141.0,39.90392156862745,34.0
BSCRO644-24_r_1.5_s_50_BSCRO644-24,BSCRO644-24,5551760,2073,112,1551,0.0,478.0,195.13539651837525,201.0
BSCRO606-24_r_1.3_s_50_BSCRO606-24,BSCRO606-24,5356724,1130,846,1533,0.0,141.0,95.95890410958904,97.0
BSCRO653-24_r_1.3_s_100_BSCRO653-24,BSCRO653-24,5419061,6357,2586,1536,235.0,945.0,560.05859375,525.0
BSCRO645-24_r_1_s_100_BSCRO645-24,BSCRO645-24,8548831,443,60,1536,12.0,57.0,29.802734375,30.0
BSCRO634-24_r_1.5_s_50_BSCRO634-24,BSCRO634-24,5202307,772,133,1536,0.0,142.0,61.197265625,55.5
BSCRO574-24_r_1.5_s_100_BSCRO574-24,BSCRO574-24,5234038,822,1949,1533,0.0,156.0,71.70058708414872,63.0
BSCRO648-24_r_1.5_s_50_BSCRO648-24,BSCRO648-24,6583442,78,227,1536,0.0,11.0,3.52734375,3.0
BSCRO589-24_r_1.3_s_50_BSCRO589-24,BSCRO589-24,6414253,378,715,1533,0.0,77.0,34.23679060665362,32.0
BSCRO603-24_r_1.5_s_50_BSCRO603-24,BSCRO603-24,11051690,5688,2081,1536,0.0,807.0,522.8046875,546.0
BSCRO656-24_r_1_s_50_BSCRO656-24,BSCRO656-24,10018978,655,59,1536,0.0,73.0,38.69140625,39.0
BSCRO588-24_r_1.5_s_100_BSCRO588-24,BSCRO588-24,5030327,415,1511,1533,0.0,87.0,33.37573385518591,30.0
BSCRO648-24_r_1_s_100_BSCRO648-24,BSCRO648-24,6583442,54,227,1536,0.0,9.0,3.0,3.0
BSCRO619-24_r_1_s_50_BSCRO619-24,BSCRO619-24,10573399,1025,125,1533,0.0,138.0,83.64187866927593,82.0
BSCRO629-24_r_1.3_s_50_BSCRO629-24,BSCRO629-24,8447574,275,1900,1530,0.0,83.0,21.666666666666668,16.0
BSCRO572-24_r_1.5_s_100_BSCRO572-24,BSCRO572-24,9072512,420,549,1536,0.0,65.0,33.662109375,36.0
BSCRO578-24_r_1.3_s_50_BSCRO578-24,BSCRO578-24,10690851,1954,120,1533,1.0,265.0,180.93542074363992,186.0
BSCRO656-24_r_1.3_s_50_BSCRO656-24,BSCRO656-24,10018978,445,59,1536,0.0,54.0,28.822265625,30.0
BSCRO605-24_r_1_s_100_BSCRO605-24,BSCRO605-24,7856186,10577,2242,1536,0.0,1252.0,1028.31640625,1045.0
BSCRO613-24_r_1_s_50_BSCRO613-24,BSCRO613-24,10360358,982,19,1533,34.0,114.0,67.29941291585128,68.0
BSCRO593-24_r_1.3_s_50_BSCRO593-24,BSCRO593-24,9779416,16214,1402,1536,1.0,2306.0,1509.412109375,1489.5
BSCRO662-24_r_1.3_s_50_BSCRO662-24,BSCRO662-24,6963852,561,409,1551,0.0,71.0,36.24564796905222,36.0
BSCRO653-24_r_1.5_s_50_BSCRO653-24,BSCRO653-24,5419061,5402,2586,1536,72.0,884.0,453.501953125,472.5
BSCRO643-24_r_1.5_s_100_BSCRO643-24,BSCRO643-24,8804757,123,12,1536,0.0,20.0,9.08203125,9.0
BSCRO590-24_r_1.3_s_50_BSCRO590-24,BSCRO590-24,10693226,718,1161,1533,0.0,114.0,64.78277886497065,66.0
BSCRO658-24_r_1.3_s_100_BSCRO658-24,BSCRO658-24,437908,18,172,1530,0.0,5.0,1.4568627450980391,0.0
BSCRO630-24_r_1_s_50_BSCRO630-24,BSCRO630-24,10711920,859,1479,1536,24.0,312.0,49.5078125,41.0
BSCRO630-24_r_1.3_s_100_BSCRO630-24,BSCRO630-24,10711920,388,1479,1536,17.0,56.0,35.91015625,35.0
BSCRO595-24_r_1.3_s_100_BSCRO595-24,BSCRO595-24,8596467,5589,63,1536,0.0,721.0,528.65234375,535.0
BSCRO631-24_r_1.5_s_50_BSCRO631-24,BSCRO631-24,6671802,505,76,1536,0.0,78.0,44.498046875,43.5
BSCRO632-24_r_1.5_s_50_BSCRO632-24,BSCRO632-24,9261210,569,1026,1536,3.0,83.0,45.765625,46.0
BSCRO663-24_r_1_s_100_BSCRO663-24,BSCRO663-24,7881669,2008,183,1533,41.0,233.0,136.9197651663405,139.0
BSCRO611-24_r_1.5_s_50_BSCRO611-24,BSCRO611-24,6911640,1092,197,1533,0.0,155.0,73.37964774951077,76.0
BGE00513-NC_r_1_s_50_BGE00513-NC,BGE00513-NC,6349877,1705,1186,1539,0.0,348.0,144.89863547758284,131.0
BSCRO638-24_r_1_s_100_BSCRO638-24,BSCRO638-24,4425098,741,556,1530,8.0,127.0,58.40392156862745,55.0
BSCRO616-24_r_1.5_s_100_BSCRO616-24,BSCRO616-24,5823825,16405,412,1536,1.0,2170.0,1662.216796875,1783.0
BSCRO659-24_r_1.3_s_50_BSCRO659-24,BSCRO659-24,5044683,665,728,1530,1.0,127.0,44.92941176470588,42.0
BSCRO630-24_r_1.5_s_100_BSCRO630-24,BSCRO630-24,10711920,355,1479,1536,1.0,56.0,33.251953125,33.0
BSCRO606-24_r_1_s_100_BSCRO606-24,BSCRO606-24,5356724,972,846,1533,0.0,139.0,95.29745596868885,98.0
BSCRO573-24_r_1_s_100_BSCRO573-24,BSCRO573-24,6518165,165,2336,1533,0.0,33.0,13.790606653620353,13.0
BSCRO595-24_r_1.5_s_50_BSCRO595-24,BSCRO595-24,8596467,5363,63,1536,0.0,716.0,492.49609375,522.0
BSCRO620-24_r_1.3_s_50_BSCRO620-24,BSCRO620-24,9414388,521,759,1533,2.0,58.0,36.273972602739725,34.0
BSCRO628-24_r_1_s_50_BSCRO628-24,BSCRO628-24,6102010,51530,1025,1536,0.0,7823.0,3660.087890625,3163.0
BSCRO611-24_r_1.3_s_100_BSCRO611-24,BSCRO611-24,6911640,1065,197,1533,0.0,128.0,80.48140900195695,79.0
BSCRO613-24_r_1.5_s_50_BSCRO613-24,BSCRO613-24,10360358,674,19,1533,8.0,103.0,54.3894324853229,60.0
BSCRO590-24_r_1_s_50_BSCRO590-24,BSCRO590-24,10693226,1006,1161,1533,3.0,169.0,73.73189823874755,73.0
BSCRO638-24_r_1_s_50_BSCRO638-24,BSCRO638-24,4425098,933,556,1530,10.0,130.0,65.19411764705882,60.0
BSCRO619-24_r_1_s_100_BSCRO619-24,BSCRO619-24,10573399,718,125,1533,0.0,127.0,74.57142857142857,76.0
BSCRO603-24_r_1.5_s_100_BSCRO603-24,BSCRO603-24,11051690,5362,2081,1536,0.0,804.0,513.216796875,540.0
BSCRO624-24_r_1_s_50_BSCRO624-24,BSCRO624-24,7984916,1140,372,1533,1.0,129.0,73.2641878669276,72.0
BSCRO622-24_r_1.5_s_50_BSCRO622-24,BSCRO622-24,7063246,485,380,1536,0.0,68.0,32.263671875,31.0
BSCRO633-24_r_1_s_50_BSCRO633-24,BSCRO633-24,8604949,463,0,1536,0.0,76.0,23.150390625,22.0
BSCRO616-24_r_1_s_100_BSCRO616-24,BSCRO616-24,5823825,18733,412,1536,1.0,2188.0,1874.212890625,1913.5
BSCRO606-24_r_1_s_50_BSCRO606-24,BSCRO606-24,5356724,1314,846,1533,0.0,162.0,105.80626223091977,106.0
