Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGSNL812-24_r_1.5_s_100_BGSNL812-24,BGSNL812-24,8781829,1676,130,1533,54.0,182.0,101.90019569471625,95.0
BGSNL803-24_r_1.3_s_100_BGSNL803-24,BGSNL803-24,7687106,1028,139,1530,22.0,103.0,60.57254901960784,59.0
BGSNL827-24_r_1.5_s_50_BGSNL827-24,BGSNL827-24,7032537,1483,44,1530,16.0,134.0,59.69803921568627,55.0
BGSNL761-24_r_1_s_50_BGSNL761-24,BGSNL761-24,1322970,265,174,1506,1.0,33.0,11.52988047808765,10.0
BGSNL798-24_r_1_s_100_BGSNL798-24,BGSNL798-24,6876976,608,11,1530,9.0,72.0,33.36470588235294,31.0
BGSNL766-24_r_1_s_50_BGSNL766-24,BGSNL766-24,4730048,1902,35,1506,45.0,149.0,86.88247011952191,84.0
BGSNL849-24_r_1.3_s_50_BGSNL849-24,BGSNL849-24,5653635,1935,107,1533,17.0,188.0,71.71624266144813,66.0
BGSNL784-24_r_1.5_s_100_BGSNL784-24,BGSNL784-24,7863688,3606,357,1533,82.0,367.0,206.48923679060664,200.0
BGSNL828-24_r_1.5_s_50_BGSNL828-24,BGSNL828-24,7667500,1238,5,1530,15.0,113.0,49.082352941176474,45.0
BGSNL765-24_r_1.3_s_50_BGSNL765-24,BGSNL765-24,7714463,3632,373,1506,125.0,331.0,232.5577689243028,230.0
BGSNL796-24_r_1_s_100_BGSNL796-24,BGSNL796-24,6142158,870,57,1530,16.0,86.0,46.27058823529412,45.0
BGSNL801-24_r_1_s_50_BGSNL801-24,BGSNL801-24,8002021,2149,19,1530,65.0,163.0,116.52745098039216,116.0
BGSNL767-24_r_1.5_s_100_BGSNL767-24,BGSNL767-24,7423711,2927,240,1506,1.0,309.0,185.29482071713147,186.0
BGSNL809-24_r_1.5_s_50_BGSNL809-24,BGSNL809-24,8743024,6177,28,1533,241.0,553.0,366.57142857142856,364.0
BGSNL820-24_r_1.5_s_100_BGSNL820-24,BGSNL820-24,7883232,1142,3,1533,28.0,119.0,69.58708414872798,69.0
BGSNL802-24_r_1.3_s_50_BGSNL802-24,BGSNL802-24,8264941,1494,88,1530,51.0,127.0,81.09411764705882,78.5
BGSNL769-24_r_1_s_100_BGSNL769-24,BGSNL769-24,7087697,1853,89,1506,6.0,227.0,89.61752988047809,79.0
BGSNL851-24_r_1.5_s_100_BGSNL851-24,BGSNL851-24,9317108,4340,67,1530,176.0,404.0,270.3705882352941,261.0
BGSNL809-24_r_1.5_s_100_BGSNL809-24,BGSNL809-24,8743024,5052,28,1533,187.0,522.0,331.49706457925635,320.0
BGSNL811-24_r_1.3_s_50_BGSNL811-24,BGSNL811-24,9700837,1659,132,1533,44.0,141.0,92.79256360078278,92.0
BGSNL771-24_r_1.5_s_50_BGSNL771-24,BGSNL771-24,1570588,616,43,1533,12.0,48.0,29.0293542074364,29.0
BGSNL793-24_r_1_s_100_BGSNL793-24,BGSNL793-24,7692493,1207,6,1530,19.0,123.0,64.60392156862746,61.0
BGSNL786-24_r_1.5_s_50_BGSNL786-24,BGSNL786-24,6965046,2807,5,1533,79.0,219.0,143.31115459882582,144.0
BGSNL772-24_r_1_s_50_BGSNL772-24,BGSNL772-24,5895159,1799,3,1533,39.0,137.0,81.38356164383562,77.0
BGSNL777-24_r_1_s_50_BGSNL777-24,BGSNL777-24,7106044,1740,127,1533,56.0,144.0,94.17612524461839,91.0
BGSNL799-24_r_1.5_s_100_BGSNL799-24,BGSNL799-24,8694677,3917,110,1530,108.0,396.0,231.40588235294118,231.0
BGSNL813-24_r_1_s_100_BGSNL813-24,BGSNL813-24,7456867,2727,73,1533,80.0,297.0,165.2583170254403,159.0
BGSNL833-24_r_1.3_s_100_BGSNL833-24,BGSNL833-24,7740307,1356,2,1530,35.0,124.0,70.91960784313726,70.0
BGSNL829-24_r_1.3_s_50_BGSNL829-24,BGSNL829-24,8514730,2196,41,1530,43.0,171.0,88.8843137254902,80.0
BGSNL817-24_r_1.5_s_100_BGSNL817-24,BGSNL817-24,1214657,132,2,1533,0.0,17.0,7.031311154598826,7.0
BGSNL765-24_r_1_s_50_BGSNL765-24,BGSNL765-24,7714463,3743,373,1506,159.0,331.0,237.0199203187251,236.0
BGSNL789-24_r_1.5_s_100_BGSNL789-24,BGSNL789-24,6764084,7460,5,1530,266.0,678.0,446.42549019607844,429.0
BGSNL828-24_r_1_s_50_BGSNL828-24,BGSNL828-24,7667500,1325,5,1530,17.0,117.0,52.37450980392157,47.0
BGSNL844-24_r_1.5_s_100_BGSNL844-24,BGSNL844-24,672962,57,92,1533,0.0,11.0,2.735812133072407,2.0
BGSNL840-24_r_1.3_s_50_BGSNL840-24,BGSNL840-24,7509879,1771,3,1512,40.0,130.0,79.82936507936508,79.0
BGSNL826-24_r_1.3_s_100_BGSNL826-24,BGSNL826-24,7683822,319,0,1530,4.0,37.0,15.984313725490196,15.0
BGSNL779-24_r_1.5_s_100_BGSNL779-24,BGSNL779-24,648041,68,72,1533,0.0,13.0,3.1663405088062624,2.0
BGSNL795-24_r_1.3_s_100_BGSNL795-24,BGSNL795-24,7371270,2284,300,1530,45.0,223.0,136.8294117647059,134.0
BGSNL766-24_r_1.3_s_50_BGSNL766-24,BGSNL766-24,4730048,1816,35,1506,27.0,149.0,83.51593625498008,80.0
BGSNL782-24_r_1.3_s_100_BGSNL782-24,BGSNL782-24,8989470,1945,117,1533,27.0,217.0,93.70841487279843,87.0
BGSNL793-24_r_1_s_50_BGSNL793-24,BGSNL793-24,7692493,1960,6,1530,45.0,179.0,88.37647058823529,81.0
BGSNL761-24_r_1_s_100_BGSNL761-24,BGSNL761-24,1322970,114,174,1506,0.0,18.0,6.713147410358566,6.0
BGSNL807-24_r_1.3_s_50_BGSNL807-24,BGSNL807-24,7027882,4949,60,1530,165.0,399.0,266.6470588235294,262.0
BGSNL822-24_r_1.3_s_100_BGSNL822-24,BGSNL822-24,7793832,1616,97,1533,54.0,171.0,98.58904109589041,97.0
BGSNL782-24_r_1_s_100_BGSNL782-24,BGSNL782-24,8989470,1967,117,1533,27.0,217.0,95.63600782778865,89.0
BGSNL785-24_r_1.3_s_50_BGSNL785-24,BGSNL785-24,4425957,2209,4,1533,60.0,197.0,124.37377690802349,125.0
BGSNL800-24_r_1.5_s_100_BGSNL800-24,BGSNL800-24,7274592,718,112,1530,13.0,63.0,39.29019607843137,39.0
BGSNL800-24_r_1_s_50_BGSNL800-24,BGSNL800-24,7274592,1219,112,1530,23.0,90.0,55.09803921568628,53.0
BGSNL765-24_r_1.5_s_50_BGSNL765-24,BGSNL765-24,7714463,3428,373,1506,7.0,330.0,221.21713147410358,224.0
BGSNL763-24_r_1.5_s_100_BGSNL763-24,BGSNL763-24,9001373,968,131,1506,6.0,98.0,64.7390438247012,67.0
BGSNL801-24_r_1.5_s_100_BGSNL801-24,BGSNL801-24,8002021,1612,19,1530,50.0,144.0,99.2078431372549,99.0
BGSNL840-24_r_1_s_50_BGSNL840-24,BGSNL840-24,7509879,1823,3,1512,41.0,133.0,82.08928571428571,81.5
BGSNL846-24_r_1.5_s_50_BGSNL846-24,BGSNL846-24,5514613,4075,166,1533,57.0,297.0,145.1702544031311,139.0
BGSNL846-24_r_1_s_100_BGSNL846-24,BGSNL846-24,5514613,1531,166,1533,10.0,148.0,72.21526418786692,67.0
BGSNL807-24_r_1.5_s_100_BGSNL807-24,BGSNL807-24,7027882,3753,60,1530,111.0,340.0,226.84313725490196,214.0
BGSNL819-24_r_1.5_s_50_BGSNL819-24,BGSNL819-24,7869377,1298,2,1533,28.0,106.0,58.50684931506849,56.0
BGSNL762-24_r_1.3_s_50_BGSNL762-24,BGSNL762-24,3434941,768,134,1506,0.0,67.0,30.850597609561753,29.0
BGSNL783-24_r_1.3_s_50_BGSNL783-24,BGSNL783-24,7551644,2508,1,1533,36.0,249.0,107.85909980430529,105.0
BGSNL787-24_r_1_s_100_BGSNL787-24,BGSNL787-24,8355338,3319,228,1533,76.0,323.0,200.74363992172212,202.0
BGSNL803-24_r_1.5_s_100_BGSNL803-24,BGSNL803-24,7687106,1021,139,1530,22.0,103.0,60.17058823529412,59.0
BGSNL790-24_r_1.5_s_100_BGSNL790-24,BGSNL790-24,7748728,4013,88,1530,118.0,409.0,244.17843137254903,232.0
BGSNL777-24_r_1.5_s_50_BGSNL777-24,BGSNL777-24,7106044,1654,127,1533,56.0,142.0,91.28767123287672,88.0
BGSNL764-24_r_1.5_s_100_BGSNL764-24,BGSNL764-24,7403309,3933,164,1506,0.0,460.0,255.597609561753,251.0
BGSNL768-24_r_1.5_s_50_BGSNL768-24,BGSNL768-24,7724678,559,57,1506,0.0,65.0,21.227091633466134,19.5
BGSNL810-24_r_1.3_s_100_BGSNL810-24,BGSNL810-24,7834812,3731,227,1533,93.0,403.0,230.84735812133073,228.0
BGSNL833-24_r_1_s_50_BGSNL833-24,BGSNL833-24,7740307,2437,2,1530,42.0,177.0,104.99215686274509,102.0
BGSNL778-24_r_1_s_100_BGSNL778-24,BGSNL778-24,7824392,5783,10,1533,124.0,516.0,325.133072407045,317.0
BGSNL782-24_r_1.3_s_50_BGSNL782-24,BGSNL782-24,8989470,4178,117,1533,46.0,405.0,163.32681017612524,149.0
BGSNL842-24_r_1_s_50_BGSNL842-24,BGSNL842-24,7534916,2087,85,1533,37.0,159.0,90.09001956947162,87.0
BGSNL842-24_r_1.3_s_100_BGSNL842-24,BGSNL842-24,7534916,1202,85,1533,10.0,109.0,62.4187866927593,61.0
BGSNL815-24_r_1_s_100_BGSNL815-24,BGSNL815-24,8447810,1064,50,1533,13.0,131.0,52.93150684931507,46.0
BGSNL819-24_r_1.3_s_50_BGSNL819-24,BGSNL819-24,7869377,1335,2,1533,28.0,106.0,59.911937377690805,58.0
BGSNL831-24_r_1_s_100_BGSNL831-24,BGSNL831-24,2411951,1277,65,1530,39.0,120.0,79.10588235294118,78.0
BGSNL768-24_r_1.3_s_50_BGSNL768-24,BGSNL768-24,7724678,608,57,1506,3.0,67.0,23.02788844621514,22.0
BGSNL850-24_r_1.3_s_50_BGSNL850-24,BGSNL850-24,7300490,4129,17,1533,65.0,369.0,177.63600782778866,166.0
BGSNL816-24_r_1.3_s_50_BGSNL816-24,BGSNL816-24,7859310,1997,59,1533,29.0,170.0,83.65166340508806,77.0
BGSNL824-24_r_1.3_s_50_BGSNL824-24,BGSNL824-24,7953224,2912,7,1533,56.0,210.0,138.1996086105675,135.0
BGSNL762-24_r_1.5_s_50_BGSNL762-24,BGSNL762-24,3434941,679,134,1506,0.0,67.0,27.08167330677291,26.0
BGSNL852-24_r_1.3_s_50_BGSNL852-24,BGSNL852-24,7895791,2042,1,1530,51.0,178.0,111.45490196078431,109.0
BGSNL808-24_r_1.5_s_100_BGSNL808-24,BGSNL808-24,8038388,1549,11,1533,36.0,145.0,89.96477495107632,88.0
BGSNL835-24_r_1.3_s_50_BGSNL835-24,BGSNL835-24,7561316,5909,45,1530,168.0,442.0,288.78823529411767,285.0
BGSNL779-24_r_1.5_s_50_BGSNL779-24,BGSNL779-24,648041,196,72,1533,0.0,19.0,6.85518590998043,5.0
BGSNL813-24_r_1.3_s_100_BGSNL813-24,BGSNL813-24,7456867,2725,73,1533,80.0,296.0,164.98825831702544,159.0
BGSNL808-24_r_1.3_s_50_BGSNL808-24,BGSNL808-24,8038388,2213,11,1533,66.0,163.0,111.25831702544032,107.0
BGSNL802-24_r_1.5_s_50_BGSNL802-24,BGSNL802-24,8264941,1462,88,1530,49.0,127.0,79.87843137254902,77.0
BGSNL827-24_r_1_s_100_BGSNL827-24,BGSNL827-24,7032537,797,44,1530,15.0,85.0,39.66078431372549,36.0
BGSNL836-24_r_1.5_s_50_BGSNL836-24,BGSNL836-24,8341449,16018,516,1530,366.0,1383.0,770.4,732.5
BGSNL777-24_r_1.3_s_100_BGSNL777-24,BGSNL777-24,7106044,1293,127,1533,31.0,135.0,80.01369863013699,77.0
BGSNL794-24_r_1.3_s_100_BGSNL794-24,BGSNL794-24,6992646,1820,104,1530,71.0,172.0,110.68627450980392,107.0
BGSNL804-24_r_1.5_s_50_BGSNL804-24,BGSNL804-24,6900068,262,11,1530,1.0,59.0,10.1,8.0
BGSNL780-24_r_1_s_100_BGSNL780-24,BGSNL780-24,8271682,2145,36,1533,34.0,221.0,117.97260273972603,111.0
BGSNL838-24_r_1.3_s_100_BGSNL838-24,BGSNL838-24,8998437,1022,39,1530,14.0,122.0,52.462745098039214,46.0
BGSNL848-24_r_1_s_50_BGSNL848-24,BGSNL848-24,6865881,6578,7,1533,98.0,522.0,274.8767123287671,268.0
BGSNL823-24_r_1_s_100_BGSNL823-24,BGSNL823-24,9380768,799,1,1533,18.0,76.0,44.53228962818004,42.0
BGE00299-NC_r_1.5_s_50_BGE00299-NC,BGE00299-NC,219911,4,67,1539,0.0,2.0,0.1617933723196881,0.0
BGSNL802-24_r_1_s_100_BGSNL802-24,BGSNL802-24,8264941,1147,88,1530,34.0,112.0,70.48823529411764,68.0
BGSNL823-24_r_1.5_s_50_BGSNL823-24,BGSNL823-24,9380768,1209,1,1533,29.0,92.0,56.77495107632094,55.0
BGSNL794-24_r_1.3_s_50_BGSNL794-24,BGSNL794-24,6992646,2381,104,1530,89.0,216.0,128.7058823529412,121.0
BGSNL826-24_r_1.5_s_50_BGSNL826-24,BGSNL826-24,7683822,594,0,1530,8.0,61.0,24.409803921568628,23.0
BGSNL792-24_r_1.3_s_100_BGSNL792-24,BGSNL792-24,8004794,2067,109,1530,53.0,222.0,115.73137254901961,108.5
BGSNL775-24_r_1_s_100_BGSNL775-24,BGSNL775-24,3365025,1448,72,1533,17.0,120.0,70.3894324853229,68.0
BGSNL763-24_r_1.3_s_100_BGSNL763-24,BGSNL763-24,9001373,997,131,1506,18.0,98.0,66.71115537848605,67.0
BGSNL783-24_r_1.5_s_100_BGSNL783-24,BGSNL783-24,7551644,1462,1,1533,23.0,167.0,74.37377690802349,70.0
BGSNL783-24_r_1_s_100_BGSNL783-24,BGSNL783-24,7551644,1492,1,1533,23.0,170.0,75.9119373776908,74.0
BGSNL851-24_r_1.3_s_100_BGSNL851-24,BGSNL851-24,9317108,4472,67,1530,176.0,406.0,278.4764705882353,272.0
BGSNL803-24_r_1_s_100_BGSNL803-24,BGSNL803-24,7687106,1033,139,1530,22.0,103.0,60.95294117647059,59.5
BGSNL816-24_r_1.5_s_100_BGSNL816-24,BGSNL816-24,7859310,1026,59,1533,16.0,134.0,52.66536203522505,48.0
BGSNL794-24_r_1.5_s_50_BGSNL794-24,BGSNL794-24,6992646,2300,104,1530,89.0,203.0,125.54901960784314,119.0
BGSNL776-24_r_1.3_s_100_BGSNL776-24,BGSNL776-24,4218482,1124,45,1533,9.0,129.0,52.726027397260275,48.0
BGSNL806-24_r_1.5_s_50_BGSNL806-24,BGSNL806-24,3400095,475,324,1530,1.0,65.0,17.86078431372549,14.0
BGSNL852-24_r_1_s_100_BGSNL852-24,BGSNL852-24,7895791,1491,1,1530,39.0,150.0,94.51764705882353,96.0
BGSNL855-24_r_1.3_s_100_BGSNL855-24,BGSNL855-24,7598603,793,10,1530,16.0,81.0,38.70196078431373,36.0
BGSNL844-24_r_1.3_s_100_BGSNL844-24,BGSNL844-24,672962,58,92,1533,0.0,12.0,2.827788649706458,2.0
BGSNL827-24_r_1_s_50_BGSNL827-24,BGSNL827-24,7032537,1647,44,1530,28.0,137.0,66.25686274509803,64.0
BGSNL790-24_r_1.3_s_100_BGSNL790-24,BGSNL790-24,7748728,4029,88,1530,118.0,409.0,244.99607843137255,233.0
BGSNL784-24_r_1_s_50_BGSNL784-24,BGSNL784-24,7863688,5349,357,1533,111.0,414.0,263.2739726027397,264.0
BGSNL788-24_r_1.3_s_100_BGSNL788-24,BGSNL788-24,6165894,864,3,1533,18.0,87.0,46.0,44.0
BGSNL815-24_r_1_s_50_BGSNL815-24,BGSNL815-24,8447810,2107,50,1533,30.0,168.0,85.36594911937378,77.0
BGSNL854-24_r_1.3_s_50_BGSNL854-24,BGSNL854-24,3344022,149,37,1530,0.0,21.0,4.580392156862745,3.0
BGSNL853-24_r_1.5_s_100_BGSNL853-24,BGSNL853-24,5822516,720,36,1530,18.0,78.0,39.07843137254902,36.0
BGSNL797-24_r_1.3_s_50_BGSNL797-24,BGSNL797-24,7976457,1061,26,1530,23.0,94.0,45.30196078431373,43.0
BGSNL834-24_r_1.3_s_50_BGSNL834-24,BGSNL834-24,7914122,5314,84,1530,114.0,430.0,233.6529411764706,218.5
BGSNL820-24_r_1.3_s_100_BGSNL820-24,BGSNL820-24,7883232,1142,3,1533,28.0,119.0,69.58708414872798,69.0
BGSNL814-24_r_1.3_s_50_BGSNL814-24,BGSNL814-24,7029909,1967,2,1533,31.0,178.0,81.70450097847358,73.0
BGSNL831-24_r_1.3_s_50_BGSNL831-24,BGSNL831-24,2411951,1685,65,1530,48.0,145.0,91.77843137254902,91.0
BGSNL800-24_r_1.5_s_50_BGSNL800-24,BGSNL800-24,7274592,1130,112,1530,21.0,86.0,52.16470588235294,51.0
BGSNL836-24_r_1_s_100_BGSNL836-24,BGSNL836-24,8341449,11456,516,1530,264.0,1115.0,639.7274509803922,594.5
BGSNL790-24_r_1.3_s_50_BGSNL790-24,BGSNL790-24,7748728,5369,88,1530,163.0,456.0,287.0176470588235,277.5
BGSNL821-24_r_1.3_s_50_BGSNL821-24,BGSNL821-24,8366719,1376,94,1533,38.0,115.0,66.91585127201566,63.0
BGSNL841-24_r_1_s_50_BGSNL841-24,BGSNL841-24,7291194,1666,50,1512,36.0,120.0,76.36507936507937,74.0
BGSNL848-24_r_1.3_s_100_BGSNL848-24,BGSNL848-24,6865881,3688,7,1533,61.0,350.0,184.1252446183953,179.0
BGSNL807-24_r_1_s_50_BGSNL807-24,BGSNL807-24,7027882,4986,60,1530,166.0,402.0,267.8705882352941,263.5
BGSNL806-24_r_1_s_100_BGSNL806-24,BGSNL806-24,3400095,271,324,1530,0.0,66.0,15.962745098039216,13.0
BGSNL813-24_r_1.3_s_50_BGSNL813-24,BGSNL813-24,7456867,3656,73,1533,126.0,325.0,194.12133072407045,187.0
BGSNL766-24_r_1.5_s_50_BGSNL766-24,BGSNL766-24,4730048,1721,35,1506,0.0,148.0,79.5219123505976,79.0
BGSNL801-24_r_1_s_100_BGSNL801-24,BGSNL801-24,8002021,1626,19,1530,50.0,144.0,100.19607843137256,100.0
BGSNL839-24_r_1.5_s_50_BGSNL839-24,BGSNL839-24,7903535,1418,71,1512,31.0,116.0,70.8452380952381,72.0
BGSNL834-24_r_1.3_s_100_BGSNL834-24,BGSNL834-24,7914122,3144,84,1530,68.0,314.0,165.4921568627451,148.5
BGSNL810-24_r_1.5_s_100_BGSNL810-24,BGSNL810-24,7834812,3710,227,1533,92.0,399.0,229.58512720156557,227.0
BGSNL847-24_r_1.5_s_100_BGSNL847-24,BGSNL847-24,6512152,534,64,1533,6.0,52.0,26.213307240704502,25.0
BGSNL819-24_r_1.3_s_100_BGSNL819-24,BGSNL819-24,7869377,815,2,1533,9.0,86.0,43.800391389432484,42.0
BGSNL785-24_r_1_s_100_BGSNL785-24,BGSNL785-24,4425957,1734,4,1533,51.0,187.0,109.133072407045,106.0
BGSNL788-24_r_1.3_s_50_BGSNL788-24,BGSNL788-24,6165894,1457,3,1533,29.0,121.0,65.03522504892368,61.0
BGSNL774-24_r_1.5_s_50_BGSNL774-24,BGSNL774-24,7273304,942,25,1533,11.0,81.0,38.24461839530333,38.0
BGSNL827-24_r_1.3_s_100_BGSNL827-24,BGSNL827-24,7032537,794,44,1530,15.0,85.0,39.46078431372549,36.0
BGSNL787-24_r_1.5_s_50_BGSNL787-24,BGSNL787-24,8355338,4285,228,1533,123.0,330.0,230.96477495107632,233.0
BGSNL812-24_r_1.5_s_50_BGSNL812-24,BGSNL812-24,8781829,2231,130,1533,64.0,212.0,119.2426614481409,110.0
BGSNL826-24_r_1_s_50_BGSNL826-24,BGSNL826-24,7683822,647,0,1530,9.0,62.0,26.13921568627451,25.0
BGSNL827-24_r_1.3_s_50_BGSNL827-24,BGSNL827-24,7032537,1621,44,1530,27.0,134.0,65.28823529411764,63.0
BGSNL796-24_r_1_s_50_BGSNL796-24,BGSNL796-24,6142158,1440,57,1530,24.0,127.0,64.2078431372549,61.0
BGSNL775-24_r_1.3_s_100_BGSNL775-24,BGSNL775-24,3365025,1429,72,1533,17.0,120.0,68.68688845401174,66.0
BGSNL850-24_r_1_s_100_BGSNL850-24,BGSNL850-24,7300490,2525,17,1533,35.0,275.0,127.27005870841488,122.0
BGSNL826-24_r_1_s_100_BGSNL826-24,BGSNL826-24,7683822,319,0,1530,4.0,37.0,15.984313725490196,15.0
BGSNL778-24_r_1.5_s_100_BGSNL778-24,BGSNL778-24,7824392,5756,10,1533,124.0,515.0,323.49510763209395,313.0
BGSNL789-24_r_1_s_50_BGSNL789-24,BGSNL789-24,6764084,9904,5,1530,333.0,789.0,524.6411764705882,503.0
BGSNL779-24_r_1.3_s_100_BGSNL779-24,BGSNL779-24,648041,70,72,1533,0.0,14.0,3.283757338551859,2.0
BGSNL818-24_r_1.3_s_50_BGSNL818-24,BGSNL818-24,8430058,1168,109,1533,15.0,120.0,49.75146771037182,47.0
BGSNL787-24_r_1_s_50_BGSNL787-24,BGSNL787-24,8355338,4421,228,1533,126.0,335.0,235.5068493150685,242.0
BGSNL851-24_r_1_s_50_BGSNL851-24,BGSNL851-24,9317108,5852,67,1530,210.0,446.0,322.2294117647059,318.0
BGSNL804-24_r_1.3_s_50_BGSNL804-24,BGSNL804-24,6900068,295,11,1530,1.0,59.0,11.494117647058824,9.0
BGSNL767-24_r_1_s_100_BGSNL767-24,BGSNL767-24,7423711,3075,240,1506,75.0,313.0,194.75697211155378,188.0
BGSNL774-24_r_1_s_50_BGSNL774-24,BGSNL774-24,7273304,1030,25,1533,12.0,87.0,42.12720156555773,42.0
BGSNL817-24_r_1.3_s_100_BGSNL817-24,BGSNL817-24,1214657,134,2,1533,0.0,17.0,7.136986301369863,7.0
BGSNL800-24_r_1_s_100_BGSNL800-24,BGSNL800-24,7274592,722,112,1530,13.0,63.0,39.496078431372545,39.0
BGSNL840-24_r_1.5_s_100_BGSNL840-24,BGSNL840-24,7509879,1014,3,1512,25.0,95.0,54.257936507936506,52.0
BGSNL829-24_r_1_s_100_BGSNL829-24,BGSNL829-24,8514730,1127,41,1530,27.0,117.0,56.03333333333333,51.0
BGSNL791-24_r_1.5_s_100_BGSNL791-24,BGSNL791-24,6801269,2621,38,1530,80.0,241.0,146.76666666666668,139.0
BGSNL781-24_r_1.3_s_50_BGSNL781-24,BGSNL781-24,6594685,1727,135,1533,16.0,151.0,65.26614481409003,63.0
BGSNL799-24_r_1.3_s_100_BGSNL799-24,BGSNL799-24,8694677,3959,110,1530,108.0,399.0,233.94901960784313,234.0
BGSNL821-24_r_1.5_s_100_BGSNL821-24,BGSNL821-24,8366719,919,94,1533,23.0,95.0,53.01761252446184,48.0
BGSNL822-24_r_1.3_s_50_BGSNL822-24,BGSNL822-24,7793832,2154,97,1533,63.0,176.0,114.96673189823875,115.0
BGSNL836-24_r_1_s_50_BGSNL836-24,BGSNL836-24,8341449,17358,516,1530,367.0,1389.0,827.7019607843138,770.5
BGSNL766-24_r_1.5_s_100_BGSNL766-24,BGSNL766-24,4730048,1096,35,1506,0.0,116.0,59.82470119521912,57.5
BGSNL810-24_r_1.3_s_50_BGSNL810-24,BGSNL810-24,7834812,4862,227,1533,112.0,443.0,266.3659491193738,264.0
BGSNL830-24_r_1_s_100_BGSNL830-24,BGSNL830-24,7575178,3579,9,1530,101.0,355.0,209.74705882352941,205.0
BGSNL785-24_r_1.3_s_100_BGSNL785-24,BGSNL785-24,4425957,1733,4,1533,51.0,187.0,109.07436399217221,106.0
BGSNL798-24_r_1.3_s_50_BGSNL798-24,BGSNL798-24,6876976,970,11,1530,18.0,103.0,44.92156862745098,43.0
BGSNL789-24_r_1.5_s_50_BGSNL789-24,BGSNL789-24,6764084,9725,5,1530,331.0,788.0,517.5529411764705,495.0
BGSNL767-24_r_1.5_s_50_BGSNL767-24,BGSNL767-24,7423711,3792,240,1506,3.0,335.0,212.52589641434264,211.5
BGSNL841-24_r_1.5_s_50_BGSNL841-24,BGSNL841-24,7291194,1445,50,1512,22.0,111.0,66.24404761904762,63.0
BGSNL829-24_r_1_s_50_BGSNL829-24,BGSNL829-24,8514730,2241,41,1530,43.0,172.0,90.66470588235295,82.0
BGSNL768-24_r_1_s_100_BGSNL768-24,BGSNL768-24,7724678,245,57,1506,0.0,28.0,12.091633466135459,11.0
BGSNL830-24_r_1.3_s_100_BGSNL830-24,BGSNL830-24,7575178,3572,9,1530,101.0,355.0,209.2,204.0
BGSNL808-24_r_1.5_s_50_BGSNL808-24,BGSNL808-24,8038388,2164,11,1533,66.0,163.0,109.51076320939335,106.0
BGSNL791-24_r_1.3_s_100_BGSNL791-24,BGSNL791-24,6801269,2654,38,1530,80.0,241.0,148.521568627451,140.0
BGSNL839-24_r_1.3_s_100_BGSNL839-24,BGSNL839-24,7903535,1002,71,1512,22.0,107.0,59.05555555555556,59.0
BGSNL816-24_r_1_s_100_BGSNL816-24,BGSNL816-24,7859310,1071,59,1533,18.0,135.0,55.59491193737769,51.0
BGSNL764-24_r_1.5_s_50_BGSNL764-24,BGSNL764-24,7403309,4892,164,1506,4.0,486.0,286.05776892430276,282.0
BGSNL783-24_r_1.5_s_50_BGSNL783-24,BGSNL783-24,7551644,2382,1,1533,36.0,246.0,103.33463796477496,98.0
BGSNL806-24_r_1_s_50_BGSNL806-24,BGSNL806-24,3400095,711,324,1530,3.0,89.0,30.215686274509803,27.0
BGSNL809-24_r_1.3_s_50_BGSNL809-24,BGSNL809-24,8743024,6257,28,1533,241.0,553.0,369.77103718199606,365.0
BGSNL840-24_r_1.5_s_50_BGSNL840-24,BGSNL840-24,7509879,1614,3,1512,26.0,130.0,73.12301587301587,70.0
BGSNL805-24_r_1_s_100_BGSNL805-24,BGSNL805-24,7976482,862,23,1530,14.0,100.0,48.833333333333336,46.0
BGSNL799-24_r_1_s_100_BGSNL799-24,BGSNL799-24,8694677,3961,110,1530,108.0,399.0,234.07843137254903,234.0
BGSNL817-24_r_1.5_s_50_BGSNL817-24,BGSNL817-24,1214657,222,2,1533,2.0,23.0,9.90802348336595,10.0
BGSNL832-24_r_1.5_s_100_BGSNL832-24,BGSNL832-24,1470582,23,80,1530,0.0,13.0,1.1098039215686275,0.0
BGSNL816-24_r_1_s_50_BGSNL816-24,BGSNL816-24,7859310,2085,59,1533,32.0,171.0,87.3013698630137,80.0
BGSNL855-24_r_1.5_s_50_BGSNL855-24,BGSNL855-24,7598603,1625,10,1530,3.0,116.0,63.06470588235294,61.0
BGSNL775-24_r_1_s_50_BGSNL775-24,BGSNL775-24,3365025,3059,72,1533,42.0,217.0,120.96673189823875,117.0
BGSNL847-24_r_1.3_s_100_BGSNL847-24,BGSNL847-24,6512152,535,64,1533,6.0,52.0,26.285714285714285,25.0
BGSNL842-24_r_1_s_100_BGSNL842-24,BGSNL842-24,7534916,1204,85,1533,10.0,109.0,62.5812133072407,61.0
BGSNL761-24_r_1.3_s_100_BGSNL761-24,BGSNL761-24,1322970,87,174,1506,0.0,16.0,4.430278884462151,4.0
BGSNL823-24_r_1.3_s_50_BGSNL823-24,BGSNL823-24,9380768,1269,1,1533,29.0,92.0,59.02739726027397,57.0
BGSNL789-24_r_1_s_100_BGSNL789-24,BGSNL789-24,6764084,7506,5,1530,266.0,678.0,448.99411764705883,430.5
