Filename,Process ID,n_reads,n_aligned,skipped_reads_low_rel,length,cov_min,cov_max,cov_avg,cov_med
BGSNL802-24_r_1.5_s_100_BGSNL802-24,BGSNL802-24,8264941,1139,88,1530,34.0,112.0,70.04313725490196,68.0
BGSNL822-24_r_1.5_s_50_BGSNL822-24,BGSNL822-24,7793832,2122,97,1533,63.0,176.0,113.93542074363992,113.0
BGSNL797-24_r_1.5_s_50_BGSNL797-24,BGSNL797-24,7976457,977,26,1530,21.0,94.0,42.34901960784314,41.0
BGSNL788-24_r_1.5_s_50_BGSNL788-24,BGSNL788-24,6165894,1306,3,1533,19.0,106.0,59.60665362035225,57.0
BGSNL784-24_r_1.5_s_50_BGSNL784-24,BGSNL784-24,7863688,5093,357,1533,104.0,412.0,253.133072407045,247.0
BGSNL790-24_r_1.5_s_50_BGSNL790-24,BGSNL790-24,7748728,5297,88,1530,163.0,454.0,284.2313725490196,272.0
BGSNL794-24_r_1.5_s_100_BGSNL794-24,BGSNL794-24,6992646,1800,104,1530,71.0,171.0,109.66274509803921,106.5
BGSNL785-24_r_1.5_s_100_BGSNL785-24,BGSNL785-24,4425957,1727,4,1533,50.0,187.0,108.76712328767124,106.0
BGSNL837-24_r_1.5_s_50_BGSNL837-24,BGSNL837-24,8171981,2951,17,1530,58.0,283.0,128.0078431372549,119.5
BGSNL769-24_r_1_s_50_BGSNL769-24,BGSNL769-24,7087697,4589,89,1506,56.0,347.0,177.24501992031873,165.0
BGSNL851-24_r_1.5_s_50_BGSNL851-24,BGSNL851-24,9317108,5574,67,1530,196.0,434.0,309.11764705882354,303.5
BGSNL785-24_r_1_s_50_BGSNL785-24,BGSNL785-24,4425957,2243,4,1533,61.0,199.0,125.42270058708415,126.0
BGSNL818-24_r_1.5_s_50_BGSNL818-24,BGSNL818-24,8430058,1126,109,1533,15.0,112.0,48.025440313111545,46.0
BGSNL780-24_r_1.5_s_50_BGSNL780-24,BGSNL780-24,8271682,3525,36,1533,58.0,282.0,160.51859099804307,154.0
BGSNL770-24_r_1_s_100_BGSNL770-24,BGSNL770-24,7849664,2862,21,1533,45.0,254.0,144.15655577299412,141.0
BGSNL851-24_r_1_s_100_BGSNL851-24,BGSNL851-24,9317108,4474,67,1530,176.0,406.0,278.68039215686275,272.0
BGSNL795-24_r_1.5_s_50_BGSNL795-24,BGSNL795-24,7371270,2877,300,1530,86.0,250.0,154.00392156862745,150.0
BGSNL800-24_r_1.3_s_50_BGSNL800-24,BGSNL800-24,7274592,1175,112,1530,21.0,88.0,53.71568627450981,52.0
BGSNL851-24_r_1.3_s_50_BGSNL851-24,BGSNL851-24,9317108,5822,67,1530,210.0,445.0,321.1666666666667,317.0
BGSNL848-24_r_1_s_100_BGSNL848-24,BGSNL848-24,6865881,3693,7,1533,61.0,350.0,184.51663405088064,179.0
BGSNL803-24_r_1_s_50_BGSNL803-24,BGSNL803-24,7687106,1438,139,1530,40.0,121.0,73.5764705882353,73.0
BGSNL841-24_r_1.5_s_100_BGSNL841-24,BGSNL841-24,7291194,897,50,1512,15.0,92.0,49.19642857142857,48.0
BGSNL773-24_r_1_s_50_BGSNL773-24,BGSNL773-24,3108837,1643,5,1533,36.0,151.0,76.6027397260274,75.0
BGSNL832-24_r_1.5_s_50_BGSNL832-24,BGSNL832-24,1470582,72,80,1530,0.0,14.0,2.496078431372549,2.0
BGSNL855-24_r_1_s_50_BGSNL855-24,BGSNL855-24,7598603,2004,10,1530,28.0,171.0,75.94901960784314,74.0
BGSNL807-24_r_1.3_s_100_BGSNL807-24,BGSNL807-24,7027882,3812,60,1530,111.0,342.0,230.28235294117647,220.0
BGSNL804-24_r_1.3_s_100_BGSNL804-24,BGSNL804-24,6900068,133,11,1530,0.0,22.0,6.552941176470588,5.0
BGSNL845-24_r_1.3_s_50_BGSNL845-24,BGSNL845-24,7993755,7390,106,1533,153.0,510.0,299.4481409001957,289.0
BGSNL787-24_r_1.3_s_100_BGSNL787-24,BGSNL787-24,8355338,3318,228,1533,76.0,323.0,200.67123287671234,202.0
BGSNL778-24_r_1.3_s_50_BGSNL778-24,BGSNL778-24,7824392,8295,10,1533,214.0,618.0,404.6555772994129,393.0
BGSNL847-24_r_1_s_100_BGSNL847-24,BGSNL847-24,6512152,536,64,1533,6.0,52.0,26.350293542074365,25.0
BGSNL815-24_r_1.5_s_50_BGSNL815-24,BGSNL815-24,8447810,1852,50,1533,30.0,168.0,76.17612524461839,68.0
BGSNL775-24_r_1.5_s_100_BGSNL775-24,BGSNL775-24,3365025,1421,72,1533,17.0,120.0,68.28375733855187,65.0
BGSNL821-24_r_1_s_100_BGSNL821-24,BGSNL821-24,8366719,923,94,1533,23.0,95.0,53.22113502935421,48.0
BGSNL838-24_r_1_s_100_BGSNL838-24,BGSNL838-24,8998437,1029,39,1530,14.0,123.0,53.01764705882353,47.0
BGSNL774-24_r_1.3_s_100_BGSNL774-24,BGSNL774-24,7273304,486,25,1533,7.0,52.0,24.031311154598825,25.0
BGSNL762-24_r_1.5_s_100_BGSNL762-24,BGSNL762-24,3434941,304,134,1506,0.0,41.0,15.336653386454183,15.0
BGSNL805-24_r_1.3_s_50_BGSNL805-24,BGSNL805-24,7976482,1414,23,1530,26.0,125.0,63.95882352941177,61.0
BGSNL783-24_r_1.3_s_100_BGSNL783-24,BGSNL783-24,7551644,1492,1,1533,23.0,170.0,75.9119373776908,74.0
BGSNL795-24_r_1_s_100_BGSNL795-24,BGSNL795-24,7371270,2285,300,1530,45.0,223.0,136.91176470588235,134.0
BGSNL844-24_r_1_s_100_BGSNL844-24,BGSNL844-24,672962,91,92,1533,0.0,23.0,6.35225048923679,4.0
BGSNL811-24_r_1_s_50_BGSNL811-24,BGSNL811-24,9700837,1704,132,1533,45.0,141.0,94.26614481409003,94.0
BGSNL810-24_r_1_s_100_BGSNL810-24,BGSNL810-24,7834812,3737,227,1533,93.0,403.0,231.3757338551859,229.0
BGSNL778-24_r_1.3_s_100_BGSNL778-24,BGSNL778-24,7824392,5781,10,1533,124.0,516.0,324.93150684931504,316.0
BGSNL854-24_r_1.5_s_50_BGSNL854-24,BGSNL854-24,3344022,117,37,1530,0.0,20.0,3.5784313725490198,2.0
BGSNL772-24_r_1.3_s_100_BGSNL772-24,BGSNL772-24,5895159,1133,3,1533,18.0,99.0,60.32093933463796,59.0
BGSNL813-24_r_1.5_s_50_BGSNL813-24,BGSNL813-24,7456867,3585,73,1533,120.0,323.0,191.32876712328766,186.0
BGSNL839-24_r_1_s_100_BGSNL839-24,BGSNL839-24,7903535,1014,71,1512,22.0,112.0,60.426587301587304,60.0
BGSNL781-24_r_1.5_s_50_BGSNL781-24,BGSNL781-24,6594685,1663,135,1533,14.0,143.0,63.088062622309195,61.0
BGSNL787-24_r_1.5_s_100_BGSNL787-24,BGSNL787-24,8355338,3300,228,1533,75.0,319.0,199.69667318982388,201.0
BGSNL849-24_r_1_s_100_BGSNL849-24,BGSNL849-24,5653635,817,107,1533,7.0,106.0,40.63796477495108,37.0
BGSNL768-24_r_1.5_s_100_BGSNL768-24,BGSNL768-24,7724678,229,57,1506,0.0,28.0,11.00398406374502,11.0
BGSNL845-24_r_1.3_s_100_BGSNL845-24,BGSNL845-24,7993755,3778,106,1533,51.0,339.0,187.20352250489236,180.0
BGSNL827-24_r_1.5_s_100_BGSNL827-24,BGSNL827-24,7032537,751,44,1530,13.0,85.0,37.127450980392155,35.0
BGSNL837-24_r_1.5_s_100_BGSNL837-24,BGSNL837-24,8171981,1657,17,1530,43.0,174.0,88.22156862745098,84.0
BGSNL838-24_r_1.5_s_50_BGSNL838-24,BGSNL838-24,8998437,1912,39,1530,25.0,196.0,78.16274509803921,72.5
BGSNL788-24_r_1.5_s_100_BGSNL788-24,BGSNL788-24,6165894,836,3,1533,14.0,79.0,44.47945205479452,42.0
BGSNL834-24_r_1_s_50_BGSNL834-24,BGSNL834-24,7914122,5361,84,1530,115.0,430.0,235.4470588235294,220.0
BGSNL815-24_r_1.5_s_100_BGSNL815-24,BGSNL815-24,8447810,1019,50,1533,13.0,131.0,50.43444227005871,42.0
BGSNL839-24_r_1.3_s_50_BGSNL839-24,BGSNL839-24,7903535,1529,71,1512,31.0,118.0,75.89880952380952,76.0
BGSNL806-24_r_1.3_s_50_BGSNL806-24,BGSNL806-24,3400095,554,324,1530,3.0,77.0,21.476470588235294,17.0
BGSNL831-24_r_1.5_s_100_BGSNL831-24,BGSNL831-24,2411951,1262,65,1530,39.0,120.0,78.1470588235294,77.0
BGSNL829-24_r_1.3_s_100_BGSNL829-24,BGSNL829-24,8514730,1122,41,1530,27.0,113.0,55.54509803921569,51.0
BGSNL820-24_r_1.5_s_50_BGSNL820-24,BGSNL820-24,7883232,1544,3,1533,43.0,135.0,81.79256360078278,81.0
BGSNL811-24_r_1.3_s_100_BGSNL811-24,BGSNL811-24,9700837,1274,132,1533,40.0,135.0,80.90998043052838,79.0
BGSNL778-24_r_1.5_s_50_BGSNL778-24,BGSNL778-24,7824392,8061,10,1533,213.0,616.0,396.8082191780822,383.0
BGSNL818-24_r_1_s_100_BGSNL818-24,BGSNL818-24,8430058,645,109,1533,10.0,66.0,33.48727984344423,30.0
BGSNL786-24_r_1.5_s_100_BGSNL786-24,BGSNL786-24,6965046,2058,5,1533,56.0,188.0,119.74168297455968,115.0
BGSNL768-24_r_1.3_s_100_BGSNL768-24,BGSNL768-24,7724678,238,57,1506,0.0,28.0,11.452191235059761,11.0
BGSNL833-24_r_1.3_s_50_BGSNL833-24,BGSNL833-24,7740307,2396,2,1530,42.0,176.0,103.62745098039215,101.0
BGSNL771-24_r_1_s_100_BGSNL771-24,BGSNL771-24,1570588,413,43,1533,8.0,41.0,22.708414872798436,22.0
BGSNL842-24_r_1.3_s_50_BGSNL842-24,BGSNL842-24,7534916,2055,85,1533,37.0,158.0,89.00391389432485,86.0
BGSNL825-24_r_1.5_s_50_BGSNL825-24,BGSNL825-24,9163662,1045,169,1533,17.0,77.0,43.771037181996086,42.0
BGSNL817-24_r_1.3_s_50_BGSNL817-24,BGSNL817-24,1214657,226,2,1533,2.0,23.0,10.084148727984344,10.0
BGSNL823-24_r_1.3_s_100_BGSNL823-24,BGSNL823-24,9380768,799,1,1533,18.0,76.0,44.53228962818004,42.0
BGSNL841-24_r_1_s_100_BGSNL841-24,BGSNL841-24,7291194,967,50,1512,15.0,94.0,53.98015873015873,53.0
BGSNL839-24_r_1.5_s_100_BGSNL839-24,BGSNL839-24,7903535,954,71,1512,22.0,106.0,56.125,55.0
BGSNL855-24_r_1_s_100_BGSNL855-24,BGSNL855-24,7598603,798,10,1530,16.0,81.0,38.984313725490196,36.0
BGSNL775-24_r_1.3_s_50_BGSNL775-24,BGSNL775-24,3365025,3007,72,1533,42.0,213.0,118.08414872798434,114.0
BGSNL810-24_r_1_s_50_BGSNL810-24,BGSNL810-24,7834812,4914,227,1533,115.0,443.0,268.3483365949119,266.0
BGSNL795-24_r_1.3_s_50_BGSNL795-24,BGSNL795-24,7371270,3071,300,1530,90.0,252.0,161.7686274509804,156.0
BGSNL786-24_r_1_s_100_BGSNL786-24,BGSNL786-24,6965046,2070,5,1533,56.0,188.0,120.44422700587084,117.0
BGSNL820-24_r_1_s_100_BGSNL820-24,BGSNL820-24,7883232,1143,3,1533,28.0,119.0,69.68493150684931,69.0
BGSNL818-24_r_1_s_50_BGSNL818-24,BGSNL818-24,8430058,1205,109,1533,15.0,121.0,51.18199608610568,48.0
BGSNL776-24_r_1.5_s_50_BGSNL776-24,BGSNL776-24,4218482,2733,45,1533,26.0,253.0,101.37964774951077,94.0
BGSNL792-24_r_1.3_s_50_BGSNL792-24,BGSNL792-24,8004794,2955,109,1530,89.0,268.0,143.88823529411764,132.5
BGSNL789-24_r_1.3_s_50_BGSNL789-24,BGSNL789-24,6764084,9874,5,1530,332.0,789.0,523.6490196078431,503.0
BGSNL767-24_r_1.3_s_100_BGSNL767-24,BGSNL767-24,7423711,3037,240,1506,54.0,313.0,192.4621513944223,188.0
BGSNL837-24_r_1.3_s_50_BGSNL837-24,BGSNL837-24,8171981,3250,17,1530,65.0,285.0,140.2235294117647,132.5
BGSNL771-24_r_1.5_s_100_BGSNL771-24,BGSNL771-24,1570588,410,43,1533,8.0,41.0,22.467710371819962,22.0
BGSNL824-24_r_1.5_s_50_BGSNL824-24,BGSNL824-24,7953224,2797,7,1533,56.0,210.0,133.8884540117417,129.0
BGSNL847-24_r_1.5_s_50_BGSNL847-24,BGSNL847-24,6512152,1139,64,1533,20.0,84.0,44.70450097847358,43.0
BGSNL796-24_r_1.5_s_100_BGSNL796-24,BGSNL796-24,6142158,840,57,1530,13.0,84.0,44.64313725490196,43.0
BGSNL815-24_r_1.3_s_100_BGSNL815-24,BGSNL815-24,8447810,1059,50,1533,13.0,131.0,52.5440313111546,45.0
BGSNL845-24_r_1.5_s_50_BGSNL845-24,BGSNL845-24,7993755,7094,106,1533,134.0,477.0,289.71232876712327,284.0
BGSNL834-24_r_1_s_100_BGSNL834-24,BGSNL834-24,7914122,3146,84,1530,68.0,314.0,165.62156862745098,149.0
BGSNL828-24_r_1.3_s_50_BGSNL828-24,BGSNL828-24,7667500,1295,5,1530,17.0,116.0,51.1843137254902,46.0
BGSNL841-24_r_1.3_s_50_BGSNL841-24,BGSNL841-24,7291194,1586,50,1512,34.0,115.0,72.37896825396825,70.0
BGSNL840-24_r_1_s_100_BGSNL840-24,BGSNL840-24,7509879,1072,3,1512,25.0,95.0,57.84722222222222,57.0
BGSNL798-24_r_1.5_s_50_BGSNL798-24,BGSNL798-24,6876976,920,11,1530,17.0,103.0,43.0843137254902,40.0
BGSNL811-24_r_1.5_s_100_BGSNL811-24,BGSNL811-24,9700837,1262,132,1533,40.0,135.0,80.2641878669276,78.0
BGSNL769-24_r_1.3_s_100_BGSNL769-24,BGSNL769-24,7087697,1836,89,1506,5.0,226.0,88.19521912350598,77.5
BGSNL802-24_r_1_s_50_BGSNL802-24,BGSNL802-24,8264941,1516,88,1530,51.0,127.0,81.77843137254902,79.0
BGSNL769-24_r_1.5_s_100_BGSNL769-24,BGSNL769-24,7087697,1783,89,1506,0.0,223.0,85.01195219123505,74.0
BGSNL764-24_r_1_s_50_BGSNL764-24,BGSNL764-24,7403309,5270,164,1506,217.0,487.0,305.19322709163345,296.0
BGSNL832-24_r_1.3_s_100_BGSNL832-24,BGSNL832-24,1470582,34,80,1530,0.0,16.0,2.107843137254902,1.0
BGSNL777-24_r_1_s_100_BGSNL777-24,BGSNL777-24,7106044,1294,127,1533,31.0,135.0,80.08610567514677,77.0
BGSNL791-24_r_1.5_s_50_BGSNL791-24,BGSNL791-24,6801269,3802,38,1530,108.0,302.0,184.08235294117648,177.0
BGSNL765-24_r_1.5_s_100_BGSNL765-24,BGSNL765-24,7714463,2887,373,1506,3.0,307.0,204.37649402390437,210.0
BGSNL834-24_r_1.5_s_50_BGSNL834-24,BGSNL834-24,7914122,5082,84,1530,114.0,430.0,224.80980392156863,206.5
BGSNL825-24_r_1.3_s_50_BGSNL825-24,BGSNL825-24,9163662,1129,169,1533,18.0,81.0,46.63796477495108,47.0
BGSNL789-24_r_1.3_s_100_BGSNL789-24,BGSNL789-24,6764084,7504,5,1530,266.0,678.0,448.87254901960785,430.5
BGSNL852-24_r_1.5_s_100_BGSNL852-24,BGSNL852-24,7895791,1445,1,1530,39.0,149.0,91.67058823529412,92.0
BGSNL821-24_r_1.5_s_50_BGSNL821-24,BGSNL821-24,8366719,1339,94,1533,37.0,112.0,65.81996086105676,62.0
BGSNL823-24_r_1.5_s_100_BGSNL823-24,BGSNL823-24,9380768,779,1,1533,18.0,75.0,43.510763209393346,42.0
BGSNL850-24_r_1_s_50_BGSNL850-24,BGSNL850-24,7300490,4165,17,1533,66.0,370.0,178.9041095890411,166.0
BGSNL807-24_r_1.5_s_50_BGSNL807-24,BGSNL807-24,7027882,4793,60,1530,165.0,399.0,259.82941176470587,248.5
BGSNL771-24_r_1.3_s_50_BGSNL771-24,BGSNL771-24,1570588,632,43,1533,12.0,49.0,29.608610567514678,29.0
BGSNL805-24_r_1.3_s_100_BGSNL805-24,BGSNL805-24,7976482,831,23,1530,14.0,96.0,45.923529411764704,44.0
BGSNL791-24_r_1_s_50_BGSNL791-24,BGSNL791-24,6801269,3957,38,1530,111.0,303.0,190.2941176470588,185.0
BGSNL834-24_r_1.5_s_100_BGSNL834-24,BGSNL834-24,7914122,3094,84,1530,68.0,314.0,162.83333333333334,145.0
BGSNL777-24_r_1.3_s_50_BGSNL777-24,BGSNL777-24,7106044,1706,127,1533,56.0,143.0,93.03522504892368,90.0
BGSNL814-24_r_1_s_100_BGSNL814-24,BGSNL814-24,7029909,1016,2,1533,16.0,131.0,52.62426614481409,48.0
BGSNL772-24_r_1_s_100_BGSNL772-24,BGSNL772-24,5895159,1133,3,1533,18.0,99.0,60.32093933463796,59.0
BGSNL843-24_r_1.5_s_100_BGSNL843-24,BGSNL843-24,7114354,2335,1,1533,36.0,211.0,122.99021526418787,117.0
BGSNL824-24_r_1_s_50_BGSNL824-24,BGSNL824-24,7953224,2940,7,1533,56.0,211.0,139.03913894324853,137.0
BGSNL801-24_r_1.3_s_100_BGSNL801-24,BGSNL801-24,8002021,1621,19,1530,50.0,144.0,99.72549019607843,100.0
BGSNL853-24_r_1_s_100_BGSNL853-24,BGSNL853-24,5822516,739,36,1530,20.0,79.0,40.13725490196079,37.0
BGSNL797-24_r_1.5_s_100_BGSNL797-24,BGSNL797-24,7976457,547,26,1530,12.0,63.0,28.937254901960785,29.0
BGSNL765-24_r_1_s_100_BGSNL765-24,BGSNL765-24,7714463,3019,373,1506,68.0,307.0,213.1812749003984,211.0
BGSNL788-24_r_1_s_50_BGSNL788-24,BGSNL788-24,6165894,1485,3,1533,29.0,124.0,66.15655577299412,62.0
BGSNL771-24_r_1.3_s_100_BGSNL771-24,BGSNL771-24,1570588,412,43,1533,8.0,41.0,22.57925636007828,22.0
BGSNL821-24_r_1_s_50_BGSNL821-24,BGSNL821-24,8366719,1423,94,1533,38.0,117.0,68.34637964774952,64.0
BGSNL782-24_r_1.5_s_50_BGSNL782-24,BGSNL782-24,8989470,4042,117,1533,44.0,365.0,158.6399217221135,145.0
BGSNL835-24_r_1.5_s_100_BGSNL835-24,BGSNL835-24,7561316,4055,45,1530,95.0,335.0,229.33529411764707,229.0
BGSNL788-24_r_1_s_100_BGSNL788-24,BGSNL788-24,6165894,868,3,1533,18.0,87.0,46.285714285714285,44.0
BGSNL854-24_r_1.5_s_100_BGSNL854-24,BGSNL854-24,3344022,17,37,1530,0.0,8.0,0.8,0.0
BGSNL794-24_r_1_s_100_BGSNL794-24,BGSNL794-24,6992646,1822,104,1530,71.0,172.0,110.8078431372549,108.0
BGSNL811-24_r_1_s_100_BGSNL811-24,BGSNL811-24,9700837,1276,132,1533,40.0,135.0,81.05088062622309,79.0
BGSNL797-24_r_1.3_s_100_BGSNL797-24,BGSNL797-24,7976457,557,26,1530,12.0,63.0,29.46470588235294,29.0
BGSNL791-24_r_1.3_s_50_BGSNL791-24,BGSNL791-24,6801269,3937,38,1530,111.0,303.0,189.39019607843136,183.5
BGSNL819-24_r_1_s_50_BGSNL819-24,BGSNL819-24,7869377,1359,2,1533,28.0,107.0,60.64970645792564,59.0
BGSNL836-24_r_1.3_s_50_BGSNL836-24,BGSNL836-24,8341449,17316,516,1530,367.0,1387.0,826.321568627451,769.0
BGSNL773-24_r_1.3_s_100_BGSNL773-24,BGSNL773-24,3108837,1053,5,1533,19.0,105.0,58.10958904109589,58.0
BGSNL845-24_r_1_s_100_BGSNL845-24,BGSNL845-24,7993755,3791,106,1533,51.0,342.0,188.46183953033267,183.0
BGSNL784-24_r_1.3_s_100_BGSNL784-24,BGSNL784-24,7863688,3686,357,1533,83.0,369.0,210.7945205479452,208.0
BGSNL842-24_r_1.5_s_50_BGSNL842-24,BGSNL842-24,7534916,1974,85,1533,37.0,155.0,86.7573385518591,84.0
BGSNL782-24_r_1_s_50_BGSNL782-24,BGSNL782-24,8989470,4255,117,1533,46.0,405.0,167.18590998043052,154.0
BGSNL825-24_r_1_s_50_BGSNL825-24,BGSNL825-24,9163662,1153,169,1533,19.0,82.0,47.38747553816047,47.0
BGE00299-NC_r_1.5_s_100_BGE00299-NC,BGE00299-NC,219911,3,67,1539,0.0,2.0,0.14230019493177387,0.0
BGSNL786-24_r_1.3_s_50_BGSNL786-24,BGSNL786-24,6965046,2887,5,1533,80.0,219.0,146.03326810176125,148.0
BGSNL835-24_r_1_s_100_BGSNL835-24,BGSNL835-24,7561316,4096,45,1530,95.0,336.0,231.5078431372549,230.0
BGSNL798-24_r_1.5_s_100_BGSNL798-24,BGSNL798-24,6876976,599,11,1530,9.0,72.0,32.87647058823529,31.0
BGSNL824-24_r_1_s_100_BGSNL824-24,BGSNL824-24,7953224,1880,7,1533,21.0,167.0,105.78473581213308,104.0
BGSNL805-24_r_1.5_s_100_BGSNL805-24,BGSNL805-24,7976482,793,23,1530,14.0,95.0,43.66274509803922,40.0
BGSNL779-24_r_1.3_s_50_BGSNL779-24,BGSNL779-24,648041,219,72,1533,0.0,22.0,7.6223091976516635,6.0
BGSNL797-24_r_1_s_50_BGSNL797-24,BGSNL797-24,7976457,1094,26,1530,23.0,95.0,46.772549019607844,45.0
BGSNL852-24_r_1.5_s_50_BGSNL852-24,BGSNL852-24,7895791,1954,1,1530,49.0,177.0,107.2235294117647,104.0
BGSNL796-24_r_1.3_s_50_BGSNL796-24,BGSNL796-24,6142158,1424,57,1530,24.0,126.0,63.63529411764706,60.0
BGSNL852-24_r_1.3_s_100_BGSNL852-24,BGSNL852-24,7895791,1491,1,1530,39.0,150.0,94.51764705882353,96.0
BGSNL780-24_r_1.3_s_50_BGSNL780-24,BGSNL780-24,8271682,3652,36,1533,58.0,284.0,164.89236790606654,157.0
BGSNL787-24_r_1.3_s_50_BGSNL787-24,BGSNL787-24,8355338,4390,228,1533,125.0,334.0,234.5146771037182,241.0
BGSNL846-24_r_1.3_s_50_BGSNL846-24,BGSNL846-24,5514613,4320,166,1533,60.0,321.0,153.40704500978472,143.0
BGSNL855-24_r_1.5_s_100_BGSNL855-24,BGSNL855-24,7598603,747,10,1530,3.0,81.0,36.10392156862745,33.0
BGSNL815-24_r_1.3_s_50_BGSNL815-24,BGSNL815-24,8447810,2034,50,1533,30.0,168.0,82.83561643835617,76.0
BGSNL792-24_r_1.5_s_100_BGSNL792-24,BGSNL792-24,8004794,2046,109,1530,53.0,221.0,114.61176470588235,107.0
BGSNL845-24_r_1_s_50_BGSNL845-24,BGSNL845-24,7993755,7436,106,1533,153.0,517.0,301.9784735812133,293.0
BGSNL779-24_r_1_s_50_BGSNL779-24,BGSNL779-24,648041,254,72,1533,0.0,30.0,9.921722113502936,9.0
BGSNL772-24_r_1.5_s_50_BGSNL772-24,BGSNL772-24,5895159,1729,3,1533,39.0,137.0,79.20156555772994,75.0
BGSNL774-24_r_1.3_s_50_BGSNL774-24,BGSNL774-24,7273304,984,25,1533,11.0,83.0,39.53816046966732,39.0
BGSNL803-24_r_1.5_s_50_BGSNL803-24,BGSNL803-24,7687106,1372,139,1530,40.0,120.0,71.06274509803922,69.0
BGSNL773-24_r_1.5_s_100_BGSNL773-24,BGSNL773-24,3108837,1048,5,1533,19.0,105.0,57.84344422700587,58.0
BGSNL853-24_r_1.3_s_50_BGSNL853-24,BGSNL853-24,5822516,1142,36,1530,29.0,99.0,52.95294117647059,51.0
BGSNL831-24_r_1.5_s_50_BGSNL831-24,BGSNL831-24,2411951,1637,65,1530,48.0,140.0,89.84509803921569,88.0
BGSNL764-24_r_1.3_s_50_BGSNL764-24,BGSNL764-24,7403309,5144,164,1506,149.0,486.0,299.7171314741036,292.0
